"Source","Target","Type","Weight","CountEither","CountBoth"
3080,3100,"Undirected",0.911504424778761,339,309
3071,3100,"Undirected",0.013136288998358,609,8
3070,3100,"Undirected",0.905882352941176,340,308
3090,3100,"Undirected",0.993788819875776,322,320
2921,3100,"Undirected",0.0747663551401869,321,24
2920,3100,"Undirected",0.457278481012658,632,289
2931,3100,"Undirected",0.565868263473054,334,189
2930,3100,"Undirected",0.21256038647343,621,132
2961,3100,"Undirected",0.0261865793780687,611,16
2960,3100,"Undirected",0.883381924198251,343,303
3081,3091,"Undirected",0.129568106312292,301,39
3080,3091,"Undirected",0.0228013029315961,614,14
3071,3091,"Undirected",0.895238095238095,315,282
3070,3091,"Undirected",0.0244698205546493,613,15
2920,3091,"Undirected",0.496677740863787,602,299
2931,3091,"Undirected",0.0161616161616162,495,8
2930,3091,"Undirected",0.658371040723982,442,291
2961,3091,"Undirected",0.873456790123457,324,283
2960,3091,"Undirected",0.0245499181669394,611,15
3080,3090,"Undirected",0.911504424778761,339,309
3071,3090,"Undirected",0.013136288998358,609,8
3070,3090,"Undirected",0.905882352941176,340,308
2921,3090,"Undirected",0.0747663551401869,321,24
2920,3090,"Undirected",0.457278481012658,632,289
2931,3090,"Undirected",0.570570570570571,333,190
2930,3090,"Undirected",0.210610932475884,622,131
2961,3090,"Undirected",0.0261865793780687,611,16
2960,3090,"Undirected",0.883381924198251,343,303
3081,3121,"Undirected",0.122641509433962,318,39
3080,3121,"Undirected",0.0287081339712919,627,18
3071,3121,"Undirected",0.906832298136646,322,292
3070,3121,"Undirected",0.032,625,20
3101,3121,"Undirected",0.907120743034056,323,293
3100,3121,"Undirected",0.0207667731629393,626,13
3091,3121,"Undirected",0.928348909657321,321,298
3090,3121,"Undirected",0.0207667731629393,626,13
3111,3121,"Undirected",0.911949685534591,318,290
3110,3121,"Undirected",0.0191082802547771,628,12
2920,3121,"Undirected",0.522388059701492,603,315
2931,3121,"Undirected",0.0276679841897233,506,14
2930,3121,"Undirected",0.674107142857143,448,302
2961,3121,"Undirected",0.902439024390244,328,296
2960,3121,"Undirected",0.0288,625,18
3080,3120,"Undirected",0.936170212765957,329,308
3071,3120,"Undirected",0.0033112582781457,604,2
3070,3120,"Undirected",0.924471299093656,331,306
3101,3120,"Undirected",0.00495867768595041,605,3
3100,3120,"Undirected",0.947530864197531,324,307
3091,3120,"Undirected",0.00163934426229508,610,1
3090,3120,"Undirected",0.947530864197531,324,307
3110,3120,"Undirected",0.956656346749226,323,309
2921,3120,"Undirected",0.0774193548387097,310,24
2920,3120,"Undirected",0.439873417721519,632,278
2931,3120,"Undirected",0.570552147239264,326,186
2930,3120,"Undirected",0.200647249190939,618,124
2961,3120,"Undirected",0.00818330605564648,611,5
2960,3120,"Undirected",0.912650602409639,332,303
3081,3111,"Undirected",0.13448275862069,290,39
3080,3111,"Undirected",0.0181518151815182,606,11
3071,3111,"Undirected",0.896440129449838,309,277
3070,3111,"Undirected",0.0198347107438017,605,12
3101,3111,"Undirected",0.966555183946488,299,289
3091,3111,"Undirected",0.95049504950495,303,288
2920,3111,"Undirected",0.480865224625624,601,289
2931,3111,"Undirected",0.0102669404517454,487,5
2930,3111,"Undirected",0.644646924829157,439,283
2961,3111,"Undirected",0.850931677018634,322,274
2960,3111,"Undirected",0.0199004975124378,603,12
3080,3110,"Undirected",0.920118343195266,338,311
3071,3110,"Undirected",0.0131147540983607,610,8
3070,3110,"Undirected",0.914454277286136,339,310
3101,3110,"Undirected",0.00323624595469256,618,2
3100,3110,"Undirected",0.984567901234568,324,319
3091,3110,"Undirected",0.00160771704180064,622,1
3090,3110,"Undirected",0.984567901234568,324,319
2921,3110,"Undirected",0.0745341614906832,322,24
2920,3110,"Undirected",0.458860759493671,632,290
2931,3110,"Undirected",0.573573573573574,333,191
2930,3110,"Undirected",0.210272873194221,623,131
2961,3110,"Undirected",0.0244698205546493,613,15
2960,3110,"Undirected",0.891812865497076,342,305
3080,3131,"Undirected",0.922388059701493,335,309
3071,3131,"Undirected",0.00491803278688525,610,3
3070,3131,"Undirected",0.916666666666667,336,308
3101,3131,"Undirected",0.0115131578947368,608,7
3100,3131,"Undirected",0.921686746987952,332,306
3091,3131,"Undirected",0.00815660685154975,613,5
3090,3131,"Undirected",0.927492447129909,331,307
3121,3131,"Undirected",0.0192616372391653,623,12
3120,3131,"Undirected",0.929230769230769,325,302
3111,3131,"Undirected",0.00330578512396694,605,2
3110,3131,"Undirected",0.930513595166163,331,308
2921,3131,"Undirected",0.0757097791798107,317,24
2920,3131,"Undirected",0.43956043956044,637,280
2931,3131,"Undirected",0.596923076923077,325,194
2930,3131,"Undirected",0.192675159235669,628,121
2961,3131,"Undirected",0.0163132137030995,613,10
2960,3131,"Undirected",0.905044510385757,337,305
3081,3130,"Undirected",0.129568106312292,301,39
3080,3130,"Undirected",0.0129032258064516,620,8
3071,3130,"Undirected",0.932038834951456,309,288
3070,3130,"Undirected",0.0145395799676898,619,9
